,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,renovated_last_20,age
13329,385000.0,3,1.75,1930,14389,1.0,0,0,3_Average,7_Average,1,52
13330,349000.0,3,1.0,1010,8184,1.0,0,0,4_Good,6_Low_Average,0,68
13331,252000.0,3,2.25,1740,10836,1.0,0,0,3_Average,7_Average,0,34
13332,1100000.0,4,2.5,2910,8881,2.0,0,1,3_Average,10_Very_Good,0,83
13333,375000.0,3,2.25,1330,8004,2.0,0,0,3_Average,7_Average,0,30
13334,336000.0,4,2.25,2210,11700,2.0,0,0,4_Good,8_Good,0,48
13335,732000.0,3,3.75,2670,6517,2.5,0,1,4_Good,8_Good,0,38
13336,200000.0,2,1.0,1000,6227,1.0,0,0,3_Average,6_Low_Average,0,66
13337,681716.0,4,2.5,3150,7277,2.0,0,0,3_Average,9_Better,0,9
13338,235000.0,3,1.75,1520,12246,1.0,0,0,4_Good,6_Low_Average,0,44
13339,257500.0,3,1.0,1690,13825,1.0,0,0,3_Average,7_Average,0,60
13340,315000.0,3,1.0,1070,9497,1.0,0,0,3_Average,7_Average,0,60
13341,299950.0,3,1.0,910,8000,1.0,0,0,4_Good,6_Low_Average,0,65
13342,530000.0,4,2.25,2130,8640,1.0,0,0,3_Average,7_Average,0,46
13343,766500.0,2,1.75,2230,6930,1.0,0,0,4_Good,8_Good,0,68
13344,860000.0,4,2.5,3560,11119,1.0,0,1,3_Average,10_Very_Good,0,29
13345,690000.0,3,2.5,2590,4961,2.0,0,0,3_Average,9_Better,1,71
13346,551000.0,4,1.75,2040,6348,1.0,0,0,3_Average,7_Average,0,53
13347,530000.0,3,2.75,2100,20150,1.0,0,0,4_Good,7_Average,0,60
13348,568000.0,3,1.0,1340,7260,1.5,0,0,3_Average,7_Average,0,62
13349,749950.0,3,2.5,2770,10773,2.0,0,1,3_Average,9_Better,0,23
13350,535000.0,3,2.5,2400,12546,1.0,0,0,3_Average,9_Better,0,32
13351,234300.0,3,1.0,1140,9779,1.0,0,0,3_Average,7_Average,0,52
13352,190000.0,2,1.0,930,11450,1.0,0,0,3_Average,6_Low_Average,0,69
13353,525000.0,4,1.75,1820,6600,1.0,0,0,5_Very_Good,7_Average,0,55
13354,610000.0,4,1.0,1390,3708,1.5,0,0,4_Good,7_Average,0,89
13355,520000.0,3,2.5,1480,1165,3.0,0,0,3_Average,8_Good,0,9
13356,375000.0,2,1.0,760,6000,1.0,0,0,3_Average,6_Low_Average,0,73
13357,600000.0,3,1.75,1580,7416,1.0,0,0,3_Average,7_Average,0,48
13358,664000.0,4,2.5,1870,16200,1.0,0,0,5_Very_Good,8_Good,0,41
13359,698000.0,2,1.0,1510,4080,1.0,0,0,3_Average,7_Average,0,92
13360,418000.0,3,2.0,1250,1306,3.0,0,0,3_Average,7_Average,0,14
13361,271675.0,3,1.75,2140,13068,1.0,0,0,4_Good,7_Average,0,41
13362,450000.0,3,1.0,1540,9028,1.0,0,0,4_Good,6_Low_Average,0,47
13363,759000.0,3,2.25,2950,78843,1.5,0,0,3_Average,9_Better,0,9
13364,599950.0,6,3.0,2020,4129,1.0,0,0,3_Average,7_Average,0,21
13365,810000.0,4,2.75,2820,5000,1.5,0,0,3_Average,8_Good,0,88
13366,331292.0,3,1.75,1660,10000,1.0,0,0,3_Average,7_Average,0,43
13367,348000.0,3,1.75,1830,2417,1.0,0,0,3_Average,7_Average,0,96
13368,435000.0,2,1.0,720,5600,1.0,0,0,4_Good,7_Average,0,95
13369,530000.0,3,2.5,2160,9063,2.0,0,0,3_Average,8_Good,0,23
13370,227000.0,3,1.75,1510,9837,2.0,0,0,3_Average,7_Average,0,26
13371,285000.0,3,1.5,1870,42070,1.0,0,0,3_Average,7_Average,0,62
13372,740000.0,4,2.25,2860,26136,1.0,0,0,3_Average,8_Good,0,38
13373,246000.0,3,1.0,990,9145,1.5,0,0,4_Good,6_Low_Average,0,76
13374,260000.0,3,1.0,1910,8710,1.0,0,0,3_Average,7_Average,0,61
13375,366000.0,3,2.0,1350,10200,1.0,0,0,3_Average,7_Average,0,38
13376,594950.0,4,3.25,2557,9480,2.0,0,1,3_Average,7_Average,0,67
13377,608000.0,3,2.75,2610,5000,2.0,0,0,4_Good,7_Average,0,69
13378,313100.0,3,2.0,1720,11875,1.0,0,0,5_Very_Good,6_Low_Average,0,110
13379,185000.0,3,1.75,1170,9085,1.0,0,0,3_Average,7_Average,0,48
13380,455000.0,2,1.0,1140,11480,1.0,0,0,3_Average,6_Low_Average,0,108
13381,235000.0,3,2.5,2350,9051,1.0,0,0,4_Good,8_Good,0,49
13382,230000.0,3,1.0,1020,12289,1.0,0,0,4_Good,7_Average,0,48
13383,770000.0,4,2.25,2730,5000,1.0,0,0,5_Very_Good,7_Average,0,60
13384,240000.0,4,2.25,1830,7614,2.0,0,0,3_Average,7_Average,0,24
13385,461000.0,3,2.5,1690,3026,2.0,0,0,3_Average,7_Average,0,13
13386,1580000.0,4,2.5,2900,10500,1.0,0,1,5_Very_Good,8_Good,0,52
13387,1820000.0,4,4.5,6380,88714,2.0,0,0,3_Average,12_Luxury,0,9
13388,452000.0,3,2.5,1690,4000,2.0,0,0,3_Average,7_Average,0,11
13389,765000.0,4,2.5,2660,5043,2.0,0,1,3_Average,9_Better,0,12
13390,1050000.0,4,4.0,4550,54013,1.0,0,1,4_Good,9_Better,0,26
13391,546000.0,3,3.0,1530,9999,1.0,0,0,4_Good,7_Average,0,32
13392,781000.0,3,2.5,2070,4463,1.5,0,0,5_Very_Good,8_Good,0,84
13393,538000.0,4,1.75,1880,7953,1.0,0,0,4_Good,7_Average,0,50
13394,790000.0,4,2.5,2240,8664,1.0,0,0,5_Very_Good,8_Good,0,40
13395,696500.0,4,2.75,2540,4400,1.5,0,0,5_Very_Good,7_Average,0,90
13396,276000.0,3,2.0,1370,8137,1.0,0,0,4_Good,7_Average,0,27
13397,269000.0,2,1.0,770,8612,1.0,0,0,3_Average,6_Low_Average,0,62
13399,829000.0,4,2.75,2970,59677,1.0,0,1,4_Good,8_Good,0,42
13400,122000.0,2,1.0,740,6840,1.0,0,0,3_Average,6_Low_Average,0,73
13401,352500.0,3,1.5,1360,7680,1.0,0,0,3_Average,7_Average,0,60
13402,249000.0,4,2.0,1280,7560,1.0,0,0,5_Very_Good,6_Low_Average,0,56
13403,360000.0,4,2.0,1920,7803,1.0,0,0,3_Average,7_Average,0,53
13404,629500.0,3,2.0,2020,10584,1.0,0,0,3_Average,10_Very_Good,0,21
13405,1140000.0,4,2.25,3310,127631,2.0,0,0,5_Very_Good,9_Better,0,91
13406,1550000.0,2,2.25,2950,15593,1.0,0,0,4_Good,8_Good,0,73
13407,275000.0,3,1.5,1320,7695,1.0,0,0,4_Good,7_Average,0,56
13408,697000.0,4,2.5,3160,6961,2.0,0,0,3_Average,8_Good,0,10
13409,379500.0,2,1.0,1640,17335,1.0,0,0,3_Average,7_Average,0,37
13410,720000.0,3,2.75,2440,76531,1.0,0,0,3_Average,10_Very_Good,0,35
13411,675000.0,4,2.5,3000,5548,2.0,0,0,3_Average,9_Better,0,9
13412,1170000.0,5,2.5,2810,6000,2.5,0,0,3_Average,9_Better,0,108
13413,1100000.0,3,2.0,2390,6888,2.0,0,1,5_Very_Good,8_Good,0,76
13414,520000.0,4,1.0,2080,3500,1.5,0,0,5_Very_Good,7_Average,0,89
13415,415000.0,3,1.75,2650,7500,1.5,0,0,4_Good,7_Average,0,53
13416,415000.0,3,2.5,1060,1536,2.0,0,0,3_Average,8_Good,0,15
13417,450000.0,3,2.25,1940,8312,1.0,0,1,4_Good,7_Average,0,52
13418,485000.0,2,1.0,1080,4080,1.0,0,0,3_Average,8_Good,0,67
13419,294000.0,3,2.25,1700,9600,2.0,0,0,3_Average,7_Average,0,31
13420,1040000.0,4,3.5,4440,10660,2.0,0,0,3_Average,11_Excellent,0,12
13421,690000.0,3,1.0,1580,4000,2.0,0,0,3_Average,8_Good,0,110
13422,716500.0,5,2.75,3630,38461,2.0,0,0,3_Average,11_Excellent,0,15
13423,481000.0,2,2.25,1290,1137,3.0,0,0,3_Average,8_Good,0,8
13424,575000.0,4,2.75,1960,4635,1.0,0,0,4_Good,7_Average,0,47
13425,785000.0,3,2.0,2090,5015,1.5,0,0,5_Very_Good,7_Average,0,95
13426,480000.0,3,1.75,1960,43995,1.0,0,0,3_Average,7_Average,0,45
13427,720000.0,3,2.25,2120,9297,2.0,0,0,4_Good,8_Good,0,34
13428,536000.0,3,2.75,2290,34548,2.0,0,1,4_Good,7_Average,0,31
13429,324900.0,4,2.5,1880,7965,2.0,0,0,3_Average,7_Average,0,15
13430,265000.0,2,1.0,770,5160,1.0,0,0,3_Average,6_Low_Average,0,72
13431,545000.0,3,2.5,1530,3210,1.5,0,0,5_Very_Good,7_Average,0,87
13432,465000.0,2,1.5,1450,27075,1.0,0,0,3_Average,7_Average,0,75
13433,292500.0,3,2.25,1690,7320,2.0,0,0,3_Average,7_Average,0,28
13434,860000.0,4,1.75,1880,3720,1.5,0,0,4_Good,7_Average,0,91
13435,1050000.0,4,3.25,4160,47480,2.0,0,0,3_Average,10_Very_Good,0,20
13436,495000.0,4,2.5,2140,7245,2.0,0,0,3_Average,7_Average,0,12
13437,342000.0,2,2.0,1320,1462,3.0,0,0,3_Average,7_Average,0,18
13438,320000.0,4,2.5,2000,10051,2.0,0,0,3_Average,7_Average,0,18
13439,444000.0,3,2.0,1460,2610,2.0,0,0,3_Average,8_Good,0,28
13440,804100.0,4,2.5,3070,8086,2.0,0,0,3_Average,10_Very_Good,0,10
13441,432000.0,3,2.5,1660,15000,1.0,0,0,4_Good,7_Average,0,45
13442,230000.0,6,1.5,1810,4838,1.5,0,0,4_Good,5_Fair,0,110
13443,935000.0,4,3.5,3510,11200,2.0,0,0,3_Average,11_Excellent,0,14
13444,634950.0,3,3.0,2180,2650,1.5,0,0,5_Very_Good,8_Good,0,85
13445,780000.0,6,4.0,3300,5720,1.0,0,0,3_Average,8_Good,0,52
13446,611000.0,4,2.5,2460,4200,2.0,0,0,3_Average,8_Good,0,17
13447,475999.0,4,1.75,1880,4175,1.5,0,0,3_Average,7_Average,0,71
13448,565000.0,3,2.0,2290,9450,1.0,0,0,3_Average,9_Better,0,36
13449,630000.0,4,2.5,2290,26720,2.0,0,0,3_Average,8_Good,0,38
13450,840000.0,4,3.5,3860,18334,2.0,0,0,3_Average,10_Very_Good,0,19
13451,790000.0,3,2.5,2640,432036,1.5,0,1,3_Average,10_Very_Good,0,19
13452,450000.0,5,2.5,2850,209523,1.0,0,0,4_Good,7_Average,0,90
13453,1270000.0,4,3.25,3020,4000,1.5,0,0,5_Very_Good,8_Good,0,88
13454,520000.0,3,2.0,1510,3760,1.0,0,0,5_Very_Good,7_Average,0,90
13455,446800.0,4,2.0,2410,8712,1.0,0,0,3_Average,7_Average,0,57
13456,652000.0,3,1.0,1470,6122,1.0,0,0,3_Average,8_Good,0,67
13457,1170000.0,3,2.75,2890,12130,2.0,0,1,4_Good,10_Very_Good,0,28
13458,745000.0,4,3.25,3490,7024,2.0,0,0,3_Average,10_Very_Good,0,9
13459,594000.0,3,2.25,1270,1406,2.0,0,0,3_Average,8_Good,0,1
13460,257000.0,2,1.0,1000,3700,1.0,0,0,3_Average,6_Low_Average,0,86
13461,485000.0,4,1.75,1430,4096,2.0,0,0,3_Average,7_Average,0,115
13462,330000.0,3,1.0,1060,20040,1.0,0,0,3_Average,6_Low_Average,0,72
13463,381000.0,3,2.0,1680,8946,1.0,0,0,3_Average,6_Low_Average,0,19
13464,849900.0,2,2.0,2280,641203,2.0,0,0,3_Average,9_Better,0,25
13465,793000.0,4,2.5,2450,4080,1.5,0,0,4_Good,8_Good,0,85
13466,920000.0,3,2.25,3650,5353,2.0,0,1,4_Good,7_Average,0,68
13467,455000.0,2,1.0,830,4000,1.0,0,0,4_Good,6_Low_Average,0,68
13468,975000.0,4,2.5,3490,7494,2.0,0,1,3_Average,11_Excellent,0,15
13469,375000.0,2,1.5,1050,1046,2.0,0,0,3_Average,8_Good,0,8
13470,400000.0,2,2.5,1170,1811,2.0,0,0,3_Average,8_Good,0,14
13471,447000.0,3,1.0,1220,7200,1.0,0,0,4_Good,7_Average,0,50
13472,470000.0,3,1.75,1310,8600,1.0,0,0,4_Good,7_Average,0,28
13473,665000.0,4,2.5,3130,7582,2.0,0,0,3_Average,8_Good,0,11
13474,295500.0,3,1.75,1590,41550,1.5,0,0,3_Average,6_Low_Average,0,82
13475,200000.0,4,2.5,1720,8638,2.0,0,0,3_Average,8_Good,0,21
13476,620000.0,3,2.25,2520,212137,2.0,0,0,3_Average,9_Better,0,10
13477,434900.0,3,2.0,1520,11067,1.0,0,0,3_Average,7_Average,0,32
13478,1330000.0,4,2.25,3260,4640,2.0,0,0,5_Very_Good,9_Better,0,108
13479,1650000.0,4,3.25,3910,7500,2.0,0,0,3_Average,10_Very_Good,0,9
13480,852500.0,4,2.5,3480,6315,2.0,0,0,3_Average,9_Better,0,15
13481,790000.0,3,2.5,3040,34670,2.0,0,0,4_Good,10_Very_Good,0,32
13482,565000.0,4,1.75,2030,7350,1.0,0,0,3_Average,8_Good,0,49
13483,1130000.0,6,3.25,3870,24700,2.0,0,0,3_Average,10_Very_Good,0,26
13484,289950.0,3,2.5,1870,1436,2.0,0,0,3_Average,7_Average,0,11
13485,850000.0,2,2.0,2640,13939,1.0,0,1,5_Very_Good,8_Good,0,52
13486,505000.0,4,1.75,1940,4800,1.0,0,0,5_Very_Good,7_Average,0,93
13487,372000.0,3,2.5,1710,5633,2.0,0,0,3_Average,7_Average,0,34
13488,207000.0,4,2.0,1690,7728,1.5,0,0,4_Good,7_Average,0,48
13489,780000.0,3,1.75,2340,10495,1.0,0,0,4_Good,8_Good,0,48
13490,400000.0,4,1.75,1700,20283,1.5,0,0,3_Average,7_Average,0,50
13491,440250.0,3,1.5,1850,8124,1.0,0,0,4_Good,7_Average,0,67
13492,585000.0,2,2.0,1370,7920,1.0,0,0,3_Average,8_Good,0,66
13493,850000.0,4,2.5,2900,9972,2.0,0,0,3_Average,9_Better,0,22
13494,570000.0,3,3.0,2400,3192,2.0,0,0,3_Average,7_Average,0,24
13495,869000.0,4,3.0,3740,30884,2.0,0,0,3_Average,9_Better,0,27
13496,551000.0,4,2.75,2170,5988,2.0,0,0,3_Average,8_Good,0,1
13497,172380.0,3,1.0,970,8378,1.0,0,0,4_Good,6_Low_Average,0,53
13498,355000.0,3,2.5,2620,78843,1.0,0,1,4_Good,7_Average,0,51
13499,728935.0,4,2.5,2980,10194,2.0,0,0,3_Average,9_Better,0,22
13500,850000.0,3,2.5,2340,1919,2.0,0,1,4_Good,9_Better,0,34
13501,515000.0,5,1.75,1880,48787,2.0,0,0,3_Average,6_Low_Average,0,93
13502,215000.0,2,1.0,1480,5325,1.0,0,0,4_Good,7_Average,0,90
13503,220000.0,4,2.5,2240,9826,1.0,0,0,4_Good,7_Average,0,27
13504,845000.0,4,2.5,2940,7675,2.0,0,0,3_Average,9_Better,0,11
13505,390000.0,1,1.0,710,4000,1.0,0,0,4_Good,6_Low_Average,0,87
13506,135000.0,4,1.0,1460,18599,1.5,0,0,3_Average,5_Fair,0,75
13507,439000.0,3,1.0,1530,19007,1.0,0,0,4_Good,8_Good,0,66
13508,585000.0,4,2.5,2630,6185,2.0,0,0,3_Average,9_Better,0,16
13509,620000.0,5,1.0,2230,16800,1.5,0,1,4_Good,7_Average,0,92
13510,477000.0,3,1.0,960,3600,1.0,0,0,4_Good,7_Average,0,109
13511,399500.0,2,1.5,1180,1722,2.0,0,0,3_Average,8_Good,0,9
13512,500000.0,2,1.0,1760,27332,1.0,1,1,4_Good,7_Average,0,64
13513,432500.0,3,2.5,1340,8867,2.0,0,0,3_Average,8_Good,0,31
13514,940000.0,4,2.25,2800,18673,1.0,0,0,5_Very_Good,9_Better,0,50
13515,3170000.0,5,3.5,4330,11979,1.0,0,1,3_Average,12_Luxury,0,7
13516,1080000.0,3,2.5,3720,11610,2.0,0,0,3_Average,11_Excellent,0,33
13517,229999.0,4,2.0,1670,5200,1.0,0,0,4_Good,7_Average,0,38
13518,233000.0,3,1.0,1100,7657,1.0,0,0,3_Average,7_Average,0,60
13519,600000.0,3,2.5,3240,8016,2.0,0,0,3_Average,8_Good,0,11
13520,334000.0,4,1.5,1680,7620,1.0,0,0,4_Good,7_Average,0,50
13521,332500.0,3,1.0,1030,8164,1.0,0,0,4_Good,7_Average,0,65
13522,249900.0,3,2.5,1630,7700,1.0,0,0,3_Average,7_Average,0,37
13523,310000.0,3,2.0,2610,12180,1.0,0,0,3_Average,7_Average,0,97
13524,200000.0,2,1.0,1250,8520,1.0,0,0,3_Average,6_Low_Average,0,87
13525,310000.0,4,1.75,1480,11200,1.0,0,0,4_Good,7_Average,0,46
13526,230000.0,3,1.0,1390,6000,1.0,0,0,3_Average,5_Fair,0,61
13527,420000.0,4,2.5,1940,5414,2.0,0,0,3_Average,8_Good,0,18
13528,785000.0,4,2.5,2960,4750,2.0,0,0,3_Average,9_Better,0,10
13529,1780000.0,3,2.25,4320,19225,1.0,0,0,4_Good,10_Very_Good,0,43
13530,265000.0,5,1.5,1500,7112,1.0,0,0,5_Very_Good,6_Low_Average,0,95
13531,295000.0,2,1.0,840,10465,1.0,0,0,3_Average,6_Low_Average,0,64
13532,896000.0,4,2.5,3560,46644,2.0,0,0,3_Average,11_Excellent,0,23
13533,415000.0,4,2.75,2390,9968,1.0,0,0,4_Good,9_Better,0,26
13534,250000.0,3,1.75,1200,5478,1.0,0,0,5_Very_Good,6_Low_Average,0,60
13535,1480000.0,3,2.5,2570,5000,2.0,0,0,3_Average,11_Excellent,0,31
13536,635000.0,5,2.25,2180,6000,1.0,0,0,4_Good,8_Good,0,49
13537,905000.0,3,2.5,3450,48787,2.0,0,0,3_Average,10_Very_Good,0,28
13538,528000.0,3,2.5,2020,5613,2.0,0,0,3_Average,7_Average,0,12
13539,530000.0,3,2.5,2480,7480,2.0,0,0,3_Average,9_Better,0,23
13540,310000.0,3,1.5,1140,3104,2.0,0,0,3_Average,7_Average,0,27
13541,252000.0,3,1.0,1530,9465,1.0,0,0,4_Good,7_Average,0,55
13542,334500.0,3,2.0,1700,8160,1.0,0,0,3_Average,7_Average,0,54
13543,370000.0,3,1.0,2150,8480,1.0,0,0,3_Average,8_Good,0,64
13544,311000.0,3,2.0,1190,7840,1.5,0,0,4_Good,6_Low_Average,0,97
13545,260000.0,3,2.75,1730,4131,2.0,0,1,3_Average,7_Average,0,40
13546,217500.0,3,1.75,1400,9546,1.0,0,0,4_Good,7_Average,0,31
13547,290000.0,3,2.5,2200,4240,2.0,0,0,3_Average,7_Average,0,12
13548,500000.0,3,1.5,960,4600,1.0,0,0,3_Average,6_Low_Average,0,71
13549,423500.0,3,2.0,1770,6000,1.0,0,1,3_Average,7_Average,0,31
13550,715000.0,4,2.5,2970,5722,2.0,0,0,3_Average,9_Better,0,10
13551,299000.0,3,2.5,1590,3121,2.0,0,0,3_Average,7_Average,0,21
13552,635000.0,3,2.5,3350,4007,2.0,0,0,3_Average,8_Good,0,10
13553,806000.0,4,2.5,3370,9629,2.0,0,0,3_Average,10_Very_Good,0,16
13554,289950.0,3,2.5,1960,3480,2.0,0,0,3_Average,7_Average,0,11
13555,280000.0,3,1.75,1360,6603,1.0,0,0,4_Good,7_Average,0,34
13556,479950.0,3,2.5,2780,6000,2.0,0,0,3_Average,9_Better,0,11
13557,394000.0,4,2.5,3000,9793,2.0,0,0,3_Average,7_Average,0,13
13558,682000.0,4,2.5,3600,203425,2.0,0,0,3_Average,9_Better,0,36
13559,409950.0,2,1.0,990,3000,1.0,0,0,4_Good,6_Low_Average,0,97
13560,1000000.0,4,3.5,2990,4200,2.0,0,1,5_Very_Good,9_Better,0,90
13561,436000.0,4,1.0,1200,6600,1.5,0,1,3_Average,7_Average,0,107
13562,279000.0,3,1.0,1530,15975,1.0,0,0,3_Average,7_Average,0,63
13563,390000.0,1,1.75,1440,4920,1.0,0,0,3_Average,7_Average,0,92
13564,635000.0,3,1.75,1940,167125,1.0,1,1,4_Good,7_Average,0,60
13565,304400.0,4,2.75,2140,8100,2.0,0,0,4_Good,7_Average,0,25
13566,780000.0,5,1.75,2330,3800,1.5,0,0,3_Average,7_Average,0,88
13567,520000.0,4,3.5,2734,210201,2.0,0,0,5_Very_Good,8_Good,0,41
13568,580000.0,3,1.75,1950,10633,1.0,0,0,3_Average,7_Average,0,37
13569,274000.0,3,1.75,1440,7198,1.0,0,0,3_Average,7_Average,0,34
13570,315000.0,3,2.25,1530,7906,1.0,0,0,3_Average,7_Average,0,35
13571,390000.0,4,1.75,1910,77574,1.0,0,0,4_Good,8_Good,0,44
13572,340000.0,5,2.0,1750,8220,1.0,0,0,3_Average,7_Average,0,59
13573,502000.0,3,2.25,1600,45613,2.0,0,0,4_Good,8_Good,0,32
13574,260000.0,3,1.75,1750,11180,1.0,0,0,3_Average,8_Good,0,47
13575,399000.0,2,1.0,940,4800,1.0,0,0,4_Good,6_Low_Average,0,104
13576,312500.0,2,1.0,880,6345,1.0,0,0,3_Average,7_Average,0,96
13577,370000.0,3,1.75,1650,8254,1.0,0,0,5_Very_Good,7_Average,0,64
13578,1240000.0,4,3.5,3820,13224,2.0,0,0,3_Average,10_Very_Good,0,25
13579,230000.0,3,1.5,1900,9630,1.0,0,0,3_Average,8_Good,0,48
13580,1280000.0,4,1.75,3720,8448,1.0,0,1,4_Good,9_Better,0,68
13581,294350.0,3,1.0,1410,5120,1.5,0,0,3_Average,6_Low_Average,0,90
13582,208950.0,3,1.0,960,5700,1.0,0,0,4_Good,5_Fair,0,59
13583,515000.0,2,1.75,1930,5570,1.0,0,0,3_Average,8_Good,0,10
13584,965000.0,4,2.5,3420,9575,2.0,0,0,3_Average,11_Excellent,0,21
13585,925000.0,4,2.75,3010,3400,2.0,0,1,3_Average,9_Better,1,92
13586,654500.0,4,1.0,1780,5000,1.5,0,0,3_Average,8_Good,0,68
13587,364000.0,4,2.5,2080,11050,1.0,0,0,4_Good,8_Good,0,46
13588,150000.0,2,1.0,1250,5208,1.0,0,0,3_Average,7_Average,0,64
13589,349950.0,5,3.0,2257,10117,1.0,0,0,3_Average,8_Good,0,10
13590,585000.0,3,1.5,1670,5000,1.5,0,0,4_Good,7_Average,0,103
13591,801501.0,4,2.25,2250,13500,2.0,0,0,4_Good,9_Better,0,35
13592,610000.0,3,1.75,1650,221720,1.0,0,0,3_Average,7_Average,0,23
13593,382000.0,5,2.25,2880,11965,2.0,0,0,4_Good,8_Good,0,25
13594,495000.0,4,3.0,3620,403693,2.0,0,1,3_Average,9_Better,0,35
13595,447500.0,3,1.75,1950,6504,1.0,0,0,3_Average,8_Good,0,62
13596,575000.0,4,2.5,2280,9491,1.0,0,0,4_Good,7_Average,0,49
13597,565000.0,2,1.75,1740,4736,1.5,0,1,4_Good,7_Average,0,108
13598,348580.0,3,1.0,1220,7876,1.0,0,0,3_Average,7_Average,0,49
13599,459000.0,4,1.75,2260,9703,1.0,0,0,2_Fair,8_Good,0,37
13600,375000.0,4,2.0,1790,61419,2.0,0,1,2_Fair,7_Average,0,27
13601,310000.0,4,2.5,2440,7093,2.0,0,0,3_Average,7_Average,0,16
13602,210000.0,3,1.5,1400,9600,1.0,0,0,4_Good,7_Average,0,51
13603,384205.0,3,2.75,1810,3292,2.0,0,0,3_Average,8_Good,0,1
13604,180000.0,2,1.0,1400,4500,1.0,0,0,3_Average,7_Average,0,93
13605,310000.0,2,1.0,1400,4500,1.0,0,0,3_Average,7_Average,0,93
13606,427500.0,4,2.5,2010,6294,2.0,0,0,3_Average,7_Average,0,15
13607,780000.0,3,3.0,2520,2152,1.5,0,0,3_Average,8_Good,1,90
13608,1760000.0,3,2.25,3060,16000,2.0,0,0,3_Average,10_Very_Good,0,27
13609,339950.0,4,2.5,2150,4000,2.0,0,0,3_Average,7_Average,0,5
13610,820000.0,3,2.25,2880,9750,2.0,0,0,3_Average,10_Very_Good,0,26
13611,398000.0,2,2.0,1300,3865,1.0,0,0,3_Average,8_Good,0,9
13612,492000.0,3,1.75,2770,39927,1.0,0,0,4_Good,8_Good,0,37
13613,240000.0,4,1.5,1780,14810,1.0,0,0,4_Good,8_Good,0,65
13614,599950.0,4,3.5,3730,15029,2.0,0,1,3_Average,10_Very_Good,0,24
13617,390500.0,2,1.75,1460,426450,1.0,0,0,5_Very_Good,7_Average,0,49
13618,255000.0,3,2.0,1310,8454,1.0,0,0,3_Average,7_Average,0,21
13619,675750.0,4,2.5,2770,10274,2.0,0,0,3_Average,9_Better,0,26
13620,1640000.0,3,3.25,3140,5445,2.0,0,1,4_Good,10_Very_Good,0,102
13621,353500.0,4,2.5,1770,9239,2.0,0,0,3_Average,7_Average,0,11
13622,765000.0,3,1.0,1220,7585,1.0,0,0,4_Good,7_Average,0,61
13623,563500.0,4,2.5,2190,4944,2.0,0,0,3_Average,8_Good,0,16
13624,439000.0,4,2.0,1800,5465,1.0,0,0,3_Average,7_Average,0,73
13625,975000.0,5,2.75,3100,10014,1.0,0,1,4_Good,9_Better,0,42
13626,469900.0,3,2.5,2270,4399,2.0,0,0,3_Average,7_Average,0,8
13627,252000.0,3,1.0,1300,8184,2.0,0,0,3_Average,6_Low_Average,0,68
13628,495000.0,3,2.0,1769,9300,1.0,0,0,4_Good,7_Average,1,60
13629,570000.0,6,2.5,3370,15625,1.0,0,0,3_Average,8_Good,0,51
13630,327000.0,4,2.5,1630,5361,2.0,0,0,3_Average,7_Average,0,16
13631,898000.0,2,2.25,2470,7658,1.0,0,0,4_Good,8_Good,0,61
13632,300000.0,4,2.5,2600,8572,2.0,0,0,3_Average,8_Good,0,12
13633,418500.0,3,2.0,1800,12440,1.0,0,0,3_Average,8_Good,0,37
13634,450000.0,4,2.5,2240,4616,2.0,0,0,3_Average,7_Average,0,14
13635,403000.0,3,2.0,1960,13100,1.0,0,1,5_Very_Good,8_Good,0,58
13636,440000.0,3,1.0,1710,6556,1.5,0,0,4_Good,7_Average,0,89
13637,350000.0,4,1.75,2140,4959,1.0,0,0,3_Average,7_Average,0,50
13638,240000.0,3,2.0,1400,6200,1.0,0,0,3_Average,6_Low_Average,0,67
13639,460000.0,2,1.0,890,2100,1.0,0,0,4_Good,6_Low_Average,0,96
13640,825000.0,4,1.0,1820,4000,2.0,0,0,3_Average,8_Good,0,92
13641,267500.0,3,2.25,1860,12000,1.0,0,0,4_Good,7_Average,0,39
13642,201000.0,3,1.0,1220,22443,1.0,0,0,4_Good,7_Average,0,43
13643,479500.0,3,2.75,2300,4637,2.0,0,0,3_Average,8_Good,0,7
13644,210000.0,2,1.0,1520,4700,2.0,0,0,4_Good,7_Average,0,37
13645,445000.0,2,1.0,1440,3225,1.0,0,0,3_Average,7_Average,0,100
13646,265000.0,3,1.75,1170,8148,1.0,0,0,3_Average,7_Average,0,63
13647,399000.0,3,1.75,1170,8148,1.0,0,0,3_Average,7_Average,0,63
13648,785000.0,4,2.25,3200,53357,2.0,0,0,4_Good,9_Better,0,43
13649,831500.0,5,2.5,4470,35124,2.5,0,0,3_Average,11_Excellent,0,31
13650,360000.0,4,2.5,2570,4557,2.0,0,0,3_Average,7_Average,0,6
13651,655000.0,3,2.5,2370,7916,2.0,0,0,3_Average,9_Better,0,25
13652,449950.0,4,1.5,1800,10150,1.5,0,0,4_Good,7_Average,0,57
13653,612000.0,5,2.5,2300,7000,1.0,0,0,3_Average,8_Good,0,40
13654,575000.0,3,2.5,3240,33661,2.0,0,0,3_Average,8_Good,0,14
13655,557000.0,3,2.5,2280,18241,1.0,0,0,3_Average,9_Better,0,20
13656,375000.0,4,1.75,1870,12500,1.0,0,1,5_Very_Good,6_Low_Average,0,72
